timestamp,temperature_c,relative_humidity_pct,sea_level_pressure_hpa,station_level_pressure_hpa,latitude,longitude,elevation_m,station_id,station_name,pressure_hpa,pressure_type
2023-01-05 09:00:00,21.6,24.0,1020.3,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1020.3,sea_level_pressure
2023-01-05 09:00:00,21.0,43.0,1018.2,,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1018.2,sea_level_pressure
2023-01-05 12:00:00,13.7,74.0,1023.2,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1023.2,sea_level_pressure
2023-01-05 12:00:00,20.4,26.0,1020.2,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1020.2,sea_level_pressure
2023-01-05 12:00:00,,,,,,,,INM00042111,DEHRADUN,,sea_level_pressure
2023-01-05 15:00:00,9.4,87.0,1025.2,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1025.2,sea_level_pressure
2023-01-05 15:00:00,13.8,37.0,1022.5,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1022.5,sea_level_pressure
2023-01-05 15:00:00,9.0,92.0,1023.1,950.0,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1023.1,sea_level_pressure
2023-01-05 18:00:00,8.2,92.0,1026.0,,28.5845,77.2058,214.9,INI0000VIDD,SAFDARJUNG,1026.0,sea_level_pressure
2023-01-05 18:00:00,10.7,46.0,1023.4,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1023.4,sea_level_pressure
2023-01-05 18:00:00,8.0,97.0,1024.6,951.2,30.3167,78.0333,682.0,INM00042111,DEHRADUN,1024.6,sea_level_pressure
2023-01-05 21:00:00,,,,,,,,INI0000VIDD,SAFDARJUNG,,sea_level_pressure
2023-01-05 21:00:00,9.6,48.0,1023.0,,26.2511,73.0489,218.5,INI0000VIJO,JODHPUR,1023.0,sea_level_pressure
2023-01-05 21:00:00,,,,,,,,INM00042111,DEHRADUN,,sea_level_pressure
